temp_dia_1,temp_dia_2,temp_dia_3,ropa,fecha
35,35,10,normal,2019-07-16
24,11,39,normal,2019-07-17
31,25,34,abrigada,2019-07-18
17,22,30,normal,2019-07-19
10,25,38,abrigada,2019-07-20
16,14,31,normal,2019-07-21
38,32,12,normal,2019-07-22
21,35,25,normal,2019-07-23
28,14,31,abrigada,2019-07-24
34,38,23,normal,2019-07-25
37,14,24,abrigada,2019-07-26
26,39,23,abrigada,2019-07-27
39,29,14,normal,2019-07-28
21,25,35,normal,2019-07-29
35,25,30,abrigada,2019-07-30
16,13,10,abrigada,2019-07-31
39,39,14,verano,2019-08-01
32,35,19,abrigada,2019-08-02
31,14,13,verano,2019-08-03
11,29,19,verano,2019-08-04
35,28,35,verano,2019-08-05
10,33,14,normal,2019-08-06
22,13,25,normal,2019-08-07
33,25,32,abrigada,2019-08-08
11,26,37,verano,2019-08-09
36,29,33,normal,2019-08-10
21,27,12,normal,2019-08-11
37,10,10,normal,2019-08-12
38,28,20,normal,2019-08-13
14,21,12,normal,2019-08-14
10,10,17,verano,2019-08-15
19,20,21,verano,2019-08-16
38,22,21,verano,2019-08-17
23,11,38,verano,2019-08-18
28,27,12,abrigada,2019-08-19
32,26,35,verano,2019-08-20
17,38,35,normal,2019-08-21
19,35,39,verano,2019-08-22
11,28,18,abrigada,2019-08-23
16,13,35,normal,2019-08-24
30,27,22,verano,2019-08-25
20,38,33,verano,2019-08-26
13,34,30,verano,2019-08-27
38,34,13,normal,2019-08-28
19,14,18,normal,2019-08-29
33,12,26,abrigada,2019-08-30
12,25,13,normal,2019-08-31
27,26,16,normal,2019-09-01
33,32,39,verano,2019-09-02
14,21,26,normal,2019-09-03
32,22,32,verano,2019-09-04
34,12,18,verano,2019-09-05
39,26,26,normal,2019-09-06
39,29,25,abrigada,2019-09-07
34,31,22,abrigada,2019-09-08
36,28,26,normal,2019-09-09
13,21,38,abrigada,2019-09-10
18,28,21,verano,2019-09-11
18,16,37,verano,2019-09-12
23,29,28,normal,2019-09-13
35,24,25,abrigada,2019-09-14
30,14,12,abrigada,2019-09-15
21,34,29,verano,2019-09-16
36,30,13,normal,2019-09-17
30,32,25,abrigada,2019-09-18
34,16,22,normal,2019-09-19
30,19,35,abrigada,2019-09-20
16,23,35,verano,2019-09-21
14,12,32,verano,2019-09-22
38,20,20,normal,2019-09-23
27,24,21,verano,2019-09-24
18,19,35,abrigada,2019-09-25
21,26,38,verano,2019-09-26
15,16,23,normal,2019-09-27
22,17,19,normal,2019-09-28
18,27,36,normal,2019-09-29
35,11,14,abrigada,2019-09-30
38,14,15,abrigada,2019-10-01
28,17,25,abrigada,2019-10-02
22,10,31,abrigada,2019-10-03
29,26,16,abrigada,2019-10-04
34,22,13,verano,2019-10-05
13,15,37,abrigada,2019-10-06
28,38,21,abrigada,2019-10-07
31,16,36,verano,2019-10-08
19,35,28,abrigada,2019-10-09
16,39,12,normal,2019-10-10
22,22,27,abrigada,2019-10-11
37,39,35,abrigada,2019-10-12
29,37,17,normal,2019-10-13
38,18,16,normal,2019-10-14
10,12,22,normal,2019-10-15
37,39,34,normal,2019-10-16
37,26,34,abrigada,2019-10-17
33,10,15,normal,2019-10-18
30,15,35,normal,2019-10-19
21,22,22,verano,2019-10-20
38,24,30,normal,2019-10-21
25,31,30,normal,2019-10-22
20,37,14,verano,2019-10-23
13,12,28,verano,2019-10-24
29,34,27,abrigada,2019-10-25
24,18,26,verano,2019-10-26
23,24,10,abrigada,2019-10-27
30,31,31,verano,2019-10-28
12,25,32,verano,2019-10-29
34,20,21,abrigada,2019-10-30
19,25,17,verano,2019-10-31
15,21,33,abrigada,2019-11-01
37,30,17,verano,2019-11-02
35,37,13,normal,2019-11-03
35,17,35,verano,2019-11-04
37,27,37,abrigada,2019-11-05
37,14,18,verano,2019-11-06
13,36,31,abrigada,2019-11-07
26,18,10,abrigada,2019-11-08
30,29,22,normal,2019-11-09
37,25,38,normal,2019-11-10
22,23,12,abrigada,2019-11-11
38,15,27,verano,2019-11-12
28,14,24,abrigada,2019-11-13
34,11,19,abrigada,2019-11-14
33,39,27,verano,2019-11-15
36,22,14,verano,2019-11-16
32,33,10,verano,2019-11-17
31,10,27,verano,2019-11-18
24,26,20,abrigada,2019-11-19
30,35,34,abrigada,2019-11-20
31,36,36,normal,2019-11-21
26,22,10,abrigada,2019-11-22
11,18,12,verano,2019-11-23
10,30,25,normal,2019-11-24
32,15,37,verano,2019-11-25
26,14,14,abrigada,2019-11-26
15,12,30,normal,2019-11-27
32,14,30,verano,2019-11-28
14,19,19,normal,2019-11-29
28,26,30,normal,2019-11-30
23,18,23,abrigada,2019-12-01
10,28,22,verano,2019-12-02
22,13,39,normal,2019-12-03
10,26,17,normal,2019-12-04
11,37,17,verano,2019-12-05
16,35,35,normal,2019-12-06
11,31,31,normal,2019-12-07
12,36,27,normal,2019-12-08
21,10,31,verano,2019-12-09
21,14,39,verano,2019-12-10
39,36,34,verano,2019-12-11
26,25,24,verano,2019-12-12
32,24,14,abrigada,2019-12-13
30,23,11,normal,2019-12-14
20,28,16,verano,2019-12-15
15,37,11,normal,2019-12-16
15,27,11,normal,2019-12-17
27,39,24,abrigada,2019-12-18
36,28,11,verano,2019-12-19
29,34,15,verano,2019-12-20
10,33,24,normal,2019-12-21
37,39,32,verano,2019-12-22
19,28,26,normal,2019-12-23
14,38,13,normal,2019-12-24
19,33,26,abrigada,2019-12-25
19,26,37,abrigada,2019-12-26
29,33,14,abrigada,2019-12-27
11,15,30,normal,2019-12-28
11,22,39,verano,2019-12-29
20,20,25,abrigada,2019-12-30
20,28,24,verano,2019-12-31
34,32,32,abrigada,2020-01-01
25,20,31,abrigada,2020-01-02
25,17,13,normal,2020-01-03
17,13,33,abrigada,2020-01-04
34,12,12,abrigada,2020-01-05
36,38,27,normal,2020-01-06
38,35,28,verano,2020-01-07
28,30,14,abrigada,2020-01-08
27,37,19,normal,2020-01-09
38,31,30,abrigada,2020-01-10
15,10,14,normal,2020-01-11
18,21,35,verano,2020-01-12
23,11,26,verano,2020-01-13
23,35,22,normal,2020-01-14
36,18,35,normal,2020-01-15
34,24,34,normal,2020-01-16
31,24,33,verano,2020-01-17
39,20,25,abrigada,2020-01-18
38,26,35,verano,2020-01-19
13,10,17,normal,2020-01-20
26,12,38,normal,2020-01-21
29,24,24,verano,2020-01-22
33,31,23,normal,2020-01-23
35,37,32,verano,2020-01-24
23,33,11,normal,2020-01-25
22,35,23,abrigada,2020-01-26
36,33,28,abrigada,2020-01-27
16,12,24,normal,2020-01-28
32,23,20,verano,2020-01-29
24,37,22,abrigada,2020-01-30
27,35,15,verano,2020-01-31
12,28,24,normal,2020-02-01
34,32,14,verano,2020-02-02
37,19,16,abrigada,2020-02-03
34,26,16,verano,2020-02-04
31,35,39,verano,2020-02-05
21,34,26,normal,2020-02-06
22,29,34,normal,2020-02-07
13,19,12,normal,2020-02-08
18,22,27,abrigada,2020-02-09
24,13,24,abrigada,2020-02-10
31,11,24,normal,2020-02-11
17,17,26,normal,2020-02-12
21,28,19,abrigada,2020-02-13
18,14,15,abrigada,2020-02-14
29,35,11,abrigada,2020-02-15
36,33,36,abrigada,2020-02-16
22,15,14,normal,2020-02-17
34,10,30,abrigada,2020-02-18
31,30,15,normal,2020-02-19
15,32,25,verano,2020-02-20
13,39,20,verano,2020-02-21
39,39,39,abrigada,2020-02-22
33,32,18,verano,2020-02-23
32,12,28,verano,2020-02-24
17,14,13,verano,2020-02-25
33,15,11,abrigada,2020-02-26
29,37,20,abrigada,2020-02-27
13,24,15,verano,2020-02-28
31,26,39,normal,2020-02-29
33,15,28,verano,2020-03-01
39,34,11,abrigada,2020-03-02
24,20,17,abrigada,2020-03-03
35,28,22,abrigada,2020-03-04
21,14,15,verano,2020-03-05
35,31,13,normal,2020-03-06
28,29,10,abrigada,2020-03-07
29,26,21,abrigada,2020-03-08
24,10,35,verano,2020-03-09
23,15,14,normal,2020-03-10
39,20,13,verano,2020-03-11
22,20,12,abrigada,2020-03-12
10,15,27,normal,2020-03-13
33,19,14,normal,2020-03-14
32,19,21,abrigada,2020-03-15
11,22,17,normal,2020-03-16
11,29,10,normal,2020-03-17
14,18,26,verano,2020-03-18
18,20,24,abrigada,2020-03-19
33,15,32,abrigada,2020-03-20
12,39,26,abrigada,2020-03-21
14,39,37,abrigada,2020-03-22
21,27,23,abrigada,2020-03-23
30,33,20,normal,2020-03-24
18,11,21,verano,2020-03-25
12,12,10,abrigada,2020-03-26
17,31,37,verano,2020-03-27
38,17,20,verano,2020-03-28
18,14,23,normal,2020-03-29
37,39,12,abrigada,2020-03-30
30,14,14,normal,2020-03-31
28,36,23,abrigada,2020-04-01
35,39,13,normal,2020-04-02
34,22,19,verano,2020-04-03
34,27,17,abrigada,2020-04-04
17,16,17,verano,2020-04-05
23,28,38,verano,2020-04-06
15,10,32,normal,2020-04-07
24,10,34,abrigada,2020-04-08
26,10,24,verano,2020-04-09
32,11,23,normal,2020-04-10
30,17,17,abrigada,2020-04-11
28,16,28,abrigada,2020-04-12
15,15,12,verano,2020-04-13
16,28,17,abrigada,2020-04-14
19,29,24,verano,2020-04-15
24,38,10,abrigada,2020-04-16
29,39,16,normal,2020-04-17
36,13,38,verano,2020-04-18
15,34,10,verano,2020-04-19
38,14,36,abrigada,2020-04-20
32,10,39,abrigada,2020-04-21
13,31,11,verano,2020-04-22
19,14,36,abrigada,2020-04-23
19,10,31,normal,2020-04-24
15,22,24,abrigada,2020-04-25
13,22,33,normal,2020-04-26
29,33,24,normal,2020-04-27
38,17,14,normal,2020-04-28
38,24,13,normal,2020-04-29
21,22,11,normal,2020-04-30
36,28,28,abrigada,2020-05-01
13,13,35,normal,2020-05-02
20,36,14,abrigada,2020-05-03
29,20,39,normal,2020-05-04
19,17,15,verano,2020-05-05
15,17,32,normal,2020-05-06
24,35,23,verano,2020-05-07
20,21,35,normal,2020-05-08
22,17,39,normal,2020-05-09
27,34,10,normal,2020-05-10
24,17,37,verano,2020-05-11
20,21,21,verano,2020-05-12
13,25,13,normal,2020-05-13
14,33,14,abrigada,2020-05-14
17,19,26,normal,2020-05-15
37,35,18,verano,2020-05-16
31,28,38,normal,2020-05-17
23,17,18,verano,2020-05-18
31,20,32,verano,2020-05-19
10,23,14,verano,2020-05-20
30,35,23,normal,2020-05-21
13,31,32,verano,2020-05-22
34,10,31,verano,2020-05-23
32,28,17,normal,2020-05-24
24,30,24,verano,2020-05-25
18,30,18,normal,2020-05-26
19,29,34,verano,2020-05-27
30,35,18,abrigada,2020-05-28
12,29,34,abrigada,2020-05-29
35,20,15,verano,2020-05-30
11,16,27,abrigada,2020-05-31
36,11,36,normal,2020-06-01
26,20,36,abrigada,2020-06-02
21,36,28,verano,2020-06-03
31,33,34,verano,2020-06-04
16,29,15,normal,2020-06-05
30,33,10,verano,2020-06-06
26,38,20,normal,2020-06-07
31,35,37,abrigada,2020-06-08
27,30,26,abrigada,2020-06-09
16,26,29,normal,2020-06-10
18,26,29,normal,2020-06-11
31,31,37,verano,2020-06-12
38,17,26,abrigada,2020-06-13
16,10,22,normal,2020-06-14
39,32,28,abrigada,2020-06-15
36,33,28,normal,2020-06-16
39,39,38,abrigada,2020-06-17
26,22,38,verano,2020-06-18
39,25,17,abrigada,2020-06-19
28,27,10,abrigada,2020-06-20
23,28,24,abrigada,2020-06-21
27,11,31,abrigada,2020-06-22
37,26,27,abrigada,2020-06-23
39,15,28,verano,2020-06-24
13,10,17,normal,2020-06-25
38,32,16,abrigada,2020-06-26
12,19,19,verano,2020-06-27
28,23,11,abrigada,2020-06-28
37,10,32,abrigada,2020-06-29
32,37,27,normal,2020-06-30
16,38,17,abrigada,2020-07-01
10,34,32,verano,2020-07-02
12,33,32,verano,2020-07-03
36,38,17,normal,2020-07-04
31,34,24,abrigada,2020-07-05
14,12,28,verano,2020-07-06
10,37,24,abrigada,2020-07-07
17,11,12,abrigada,2020-07-08
33,23,33,abrigada,2020-07-09
23,20,25,normal,2020-07-10
13,29,14,abrigada,2020-07-11
31,30,23,verano,2020-07-12
32,25,27,abrigada,2020-07-13
16,19,16,verano,2020-07-14
10,32,30,abrigada,2020-07-15
28,25,38,verano,2020-07-16
28,13,38,verano,2020-07-17
37,27,11,abrigada,2020-07-18
10,24,14,abrigada,2020-07-19
29,20,19,verano,2020-07-20
11,12,32,normal,2020-07-21
32,21,29,abrigada,2020-07-22
14,14,15,normal,2020-07-23
39,18,11,abrigada,2020-07-24
30,21,12,abrigada,2020-07-25
29,35,31,abrigada,2020-07-26
21,33,26,abrigada,2020-07-27
19,39,33,normal,2020-07-28
36,23,32,abrigada,2020-07-29
26,27,28,verano,2020-07-30
26,23,18,verano,2020-07-31
17,11,22,normal,2020-08-01
34,16,18,abrigada,2020-08-02
31,31,20,verano,2020-08-03
23,13,35,normal,2020-08-04
35,38,22,abrigada,2020-08-05
11,32,14,verano,2020-08-06
20,15,27,verano,2020-08-07
30,19,13,normal,2020-08-08
18,15,11,abrigada,2020-08-09
26,14,34,abrigada,2020-08-10
15,35,21,verano,2020-08-11
32,30,19,verano,2020-08-12
31,30,36,verano,2020-08-13
34,15,36,abrigada,2020-08-14
17,11,21,normal,2020-08-15
22,34,30,normal,2020-08-16
16,19,22,abrigada,2020-08-17
26,35,30,normal,2020-08-18
37,39,35,verano,2020-08-19
23,11,37,normal,2020-08-20
31,20,10,normal,2020-08-21
28,30,13,normal,2020-08-22
28,35,38,verano,2020-08-23
30,20,17,abrigada,2020-08-24
20,13,26,verano,2020-08-25
36,16,17,abrigada,2020-08-26
12,31,11,abrigada,2020-08-27
32,24,33,abrigada,2020-08-28
31,31,14,normal,2020-08-29
33,10,35,normal,2020-08-30
13,24,29,abrigada,2020-08-31
28,12,29,abrigada,2020-09-01
20,26,39,normal,2020-09-02
36,22,20,verano,2020-09-03
11,18,35,abrigada,2020-09-04
11,30,18,verano,2020-09-05
18,17,26,normal,2020-09-06
10,34,38,abrigada,2020-09-07
20,17,19,verano,2020-09-08
34,16,12,verano,2020-09-09
12,27,14,verano,2020-09-10
21,21,28,normal,2020-09-11
39,15,11,normal,2020-09-12
21,28,14,verano,2020-09-13
21,36,36,verano,2020-09-14
26,38,26,normal,2020-09-15
19,34,32,verano,2020-09-16
26,24,21,verano,2020-09-17
39,25,33,normal,2020-09-18
28,17,30,verano,2020-09-19
26,32,14,verano,2020-09-20
31,25,15,verano,2020-09-21
17,34,27,normal,2020-09-22
34,21,24,verano,2020-09-23
36,35,18,normal,2020-09-24
22,35,24,normal,2020-09-25
19,25,16,abrigada,2020-09-26
26,32,35,abrigada,2020-09-27
30,31,35,verano,2020-09-28
16,23,24,normal,2020-09-29
30,16,18,abrigada,2020-09-30
28,25,17,verano,2020-10-01
27,36,32,abrigada,2020-10-02
38,27,39,abrigada,2020-10-03
29,16,12,normal,2020-10-04
27,36,19,normal,2020-10-05
16,26,23,abrigada,2020-10-06
33,12,21,abrigada,2020-10-07
37,22,11,normal,2020-10-08
12,14,20,verano,2020-10-09
17,35,32,normal,2020-10-10
32,21,16,abrigada,2020-10-11
24,33,26,verano,2020-10-12
13,38,31,abrigada,2020-10-13
34,22,27,verano,2020-10-14
10,25,22,abrigada,2020-10-15
19,21,39,verano,2020-10-16
11,32,12,verano,2020-10-17
19,11,39,abrigada,2020-10-18
36,32,22,verano,2020-10-19
22,27,12,normal,2020-10-20
36,16,23,abrigada,2020-10-21
29,38,39,normal,2020-10-22
26,38,39,abrigada,2020-10-23
30,21,34,verano,2020-10-24
25,33,21,verano,2020-10-25
24,34,19,verano,2020-10-26
39,34,16,abrigada,2020-10-27
29,14,10,normal,2020-10-28
39,26,12,normal,2020-10-29
22,23,33,abrigada,2020-10-30
39,27,13,abrigada,2020-10-31
27,39,14,normal,2020-11-01
34,25,10,normal,2020-11-02
30,23,24,normal,2020-11-03
18,24,26,normal,2020-11-04
34,33,13,abrigada,2020-11-05
21,36,35,abrigada,2020-11-06
14,38,14,verano,2020-11-07
20,37,15,normal,2020-11-08
16,33,23,verano,2020-11-09
33,20,39,abrigada,2020-11-10
22,11,34,abrigada,2020-11-11
16,29,13,verano,2020-11-12
36,17,29,normal,2020-11-13
38,31,30,normal,2020-11-14
28,22,23,normal,2020-11-15
19,20,11,normal,2020-11-16
34,35,18,verano,2020-11-17
26,35,12,verano,2020-11-18
33,15,14,abrigada,2020-11-19
14,31,24,normal,2020-11-20
32,26,18,normal,2020-11-21
12,29,35,normal,2020-11-22
26,38,36,verano,2020-11-23
19,12,27,normal,2020-11-24
27,39,26,verano,2020-11-25
33,12,12,normal,2020-11-26
15,22,33,normal,2020-11-27
38,24,34,abrigada,2020-11-28
18,13,23,normal,2020-11-29
14,11,20,normal,2020-11-30
18,33,12,abrigada,2020-12-01
36,37,38,verano,2020-12-02
18,12,34,verano,2020-12-03
11,21,19,normal,2020-12-04
18,24,17,verano,2020-12-05
34,14,20,normal,2020-12-06
36,11,33,abrigada,2020-12-07
37,24,15,abrigada,2020-12-08
17,36,14,normal,2020-12-09
25,35,27,abrigada,2020-12-10
15,14,37,abrigada,2020-12-11
25,22,37,normal,2020-12-12
14,22,26,normal,2020-12-13
27,17,22,abrigada,2020-12-14
39,38,28,verano,2020-12-15
35,12,33,verano,2020-12-16
17,11,17,normal,2020-12-17
36,22,22,normal,2020-12-18
10,15,33,verano,2020-12-19
28,25,17,abrigada,2020-12-20
37,10,36,verano,2020-12-21
36,25,18,verano,2020-12-22
22,20,22,verano,2020-12-23
34,30,19,verano,2020-12-24
13,36,15,normal,2020-12-25
37,16,14,normal,2020-12-26
20,22,35,abrigada,2020-12-27
34,28,32,abrigada,2020-12-28
19,19,20,abrigada,2020-12-29
30,39,16,abrigada,2020-12-30
27,13,11,verano,2020-12-31
23,22,38,normal,2021-01-01
21,16,11,normal,2021-01-02
22,23,36,abrigada,2021-01-03
26,18,26,abrigada,2021-01-04
17,11,37,verano,2021-01-05
33,22,12,verano,2021-01-06
25,15,28,abrigada,2021-01-07
39,16,19,normal,2021-01-08
18,11,37,normal,2021-01-09
37,24,39,normal,2021-01-10
14,38,31,abrigada,2021-01-11
13,29,13,normal,2021-01-12
27,13,36,verano,2021-01-13
26,21,31,verano,2021-01-14
26,19,31,abrigada,2021-01-15
10,31,35,verano,2021-01-16
33,36,27,abrigada,2021-01-17
27,23,24,normal,2021-01-18
38,21,13,normal,2021-01-19
36,12,29,normal,2021-01-20
38,21,16,verano,2021-01-21
38,20,10,abrigada,2021-01-22
15,24,24,normal,2021-01-23
28,20,35,abrigada,2021-01-24
32,35,11,normal,2021-01-25
23,11,38,verano,2021-01-26
13,26,12,verano,2021-01-27
22,18,16,abrigada,2021-01-28
24,32,38,verano,2021-01-29
38,20,29,verano,2021-01-30
11,24,23,abrigada,2021-01-31
29,31,20,normal,2021-02-01
36,12,26,verano,2021-02-02
39,21,33,abrigada,2021-02-03
37,38,30,verano,2021-02-04
24,25,14,verano,2021-02-05
36,29,15,verano,2021-02-06
28,34,14,verano,2021-02-07
12,36,10,abrigada,2021-02-08
35,37,15,abrigada,2021-02-09
24,11,38,abrigada,2021-02-10
12,26,34,verano,2021-02-11
33,21,27,verano,2021-02-12
24,21,25,verano,2021-02-13
36,17,37,abrigada,2021-02-14
23,34,26,verano,2021-02-15
38,30,17,normal,2021-02-16
24,36,23,verano,2021-02-17
27,29,16,normal,2021-02-18
12,38,21,verano,2021-02-19
30,33,37,abrigada,2021-02-20
35,12,29,verano,2021-02-21
23,24,34,normal,2021-02-22
39,23,16,normal,2021-02-23
26,39,21,verano,2021-02-24
29,13,18,normal,2021-02-25
15,25,34,normal,2021-02-26
37,31,31,abrigada,2021-02-27
30,30,11,verano,2021-02-28
33,17,20,verano,2021-03-01
22,26,17,verano,2021-03-02
30,27,39,normal,2021-03-03
27,23,24,verano,2021-03-04
15,20,22,verano,2021-03-05
34,10,37,abrigada,2021-03-06
15,18,17,abrigada,2021-03-07
20,31,28,abrigada,2021-03-08
33,18,26,normal,2021-03-09
21,34,23,verano,2021-03-10
24,25,31,abrigada,2021-03-11
31,37,29,abrigada,2021-03-12
10,19,17,abrigada,2021-03-13
27,37,10,verano,2021-03-14
11,10,10,verano,2021-03-15
18,22,39,verano,2021-03-16
10,22,29,normal,2021-03-17
35,31,16,normal,2021-03-18
11,15,16,abrigada,2021-03-19
35,23,35,verano,2021-03-20
27,24,11,abrigada,2021-03-21
19,32,21,verano,2021-03-22
26,17,20,verano,2021-03-23
38,12,36,verano,2021-03-24
15,18,15,normal,2021-03-25
18,16,18,normal,2021-03-26
27,21,17,verano,2021-03-27
17,27,37,abrigada,2021-03-28
39,29,39,verano,2021-03-29
24,36,16,verano,2021-03-30
20,29,25,abrigada,2021-03-31
13,15,35,verano,2021-04-01
31,35,12,abrigada,2021-04-02
18,37,19,normal,2021-04-03
23,20,27,normal,2021-04-04
31,21,32,abrigada,2021-04-05
21,22,34,normal,2021-04-06
22,28,35,normal,2021-04-07
28,32,23,abrigada,2021-04-08
13,22,17,normal,2021-04-09
38,32,30,verano,2021-04-10
32,28,21,verano,2021-04-11
27,15,27,abrigada,2021-04-12
28,31,14,normal,2021-04-13
33,18,36,verano,2021-04-14
